Roll No,cat 1,cat 2,cat 3,overall,conversion,Result
4751,20,32,28,80,53,Average learners
4752,39,23,33,95,63,Average learners
4753,14,19,24,57,38,slow leaners
4754,29,15,31,75,50,Average learners
4755,24,13,38,75,50,Average learners
4756,16,49,42,107,71,fast learners
4757,31,40,44,115,76,fast learners
4758,42,46,29,117,78,fast learners
4759,11,29,40,80,53,Average learners
4760,35,34,24,93,62,Average learners
4761,36,33,22,91,60,Average learners
4762,13,15,13,41,27,slow leaners
4763,44,29,24,97,64,Average learners
4764,12,26,32,70,46,slow leaners
4765,20,40,43,103,68,Average learners
4766,32,22,18,72,48,slow leaners
4767,41,48,10,99,66,Average learners
4768,26,26,40,92,61,Average learners
4769,40,38,35,113,75,fast learners
4770,21,30,18,69,46,slow leaners
4771,37,39,27,103,68,Average learners
4772,10,29,37,76,50,Average learners
4773,40,42,10,92,61,Average learners
4774,23,12,21,56,37,slow leaners
4775,25,45,27,97,64,Average learners
4776,21,19,19,59,39,slow leaners
4777,16,44,16,76,50,Average learners
4778,12,11,13,36,24,slow leaners
4779,20,41,49,110,73,fast learners
4780,29,11,12,52,34,slow leaners
4781,20,34,14,68,45,slow leaners
4782,21,31,46,98,65,Average learners
4783,24,14,44,82,54,Average learners
4784,32,28,14,74,49,slow leaners
4785,12,13,31,56,37,slow leaners
4786,42,35,44,121,80,fast learners
4787,37,17,41,95,63,Average learners
4788,35,43,11,89,59,Average learners
4789,40,30,24,94,62,Average learners
4790,23,12,10,45,30,slow leaners
4791,30,29,17,76,50,Average learners
4792,43,44,26,113,75,fast learners
4793,44,28,23,95,63,Average learners
4794,17,46,28,91,60,Average learners
4795,44,26,32,102,68,Average learners
4796,11,18,36,65,43,slow leaners
4797,17,38,12,67,44,slow leaners
4798,38,39,20,97,64,Average learners
4799,27,27,27,81,54,Average learners
4800,20,31,30,81,54,Average learners
4801,29,37,12,78,52,Average learners
4802,31,39,47,117,78,fast learners
4803,36,23,34,93,62,Average learners
4804,27,44,31,102,68,Average learners
4805,20,34,49,103,68,Average learners
4806,18,40,27,85,56,Average learners
4807,45,29,17,91,60,Average learners
4808,33,47,16,96,64,Average learners
4809,37,22,32,91,60,Average learners
4810,16,33,32,81,54,Average learners
4811,34,14,41,89,59,Average learners
4812,38,19,31,88,58,Average learners
4813,14,39,16,69,46,slow leaners
4814,40,13,29,82,54,Average learners
4815,39,18,21,78,52,Average learners
4816,32,40,49,121,80,fast learners
4817,44,25,10,79,52,Average learners
4818,44,13,16,73,48,slow leaners
4819,16,11,34,61,40,slow leaners
4820,32,21,38,91,60,Average learners
4821,24,44,20,88,58,Average learners
4822,32,48,39,119,79,fast learners
4823,49,13,31,93,62,Average learners
4824,34,28,30,92,61,Average learners
4825,45,22,47,114,76,fast learners
4826,11,15,12,38,25,slow leaners
4827,30,23,31,84,56,Average learners
4828,31,47,42,120,80,fast learners
4829,46,47,40,133,88,fast learners
4830,40,47,19,106,70,fast learners
4831,42,29,33,104,69,Average learners
4832,24,48,17,89,59,Average learners
4833,28,16,17,61,40,slow leaners
4834,43,21,49,113,75,fast learners
4835,16,38,39,93,62,Average learners
4836,10,41,14,65,43,slow leaners
4837,32,34,11,77,51,Average learners
4838,48,12,38,98,65,Average learners
4839,27,44,20,91,60,Average learners
4840,20,32,23,75,50,Average learners
4841,18,33,21,72,48,slow leaners
4842,24,18,26,68,45,slow leaners
4843,41,16,46,103,68,Average learners
4844,39,25,11,75,50,Average learners
4845,21,44,20,85,56,Average learners
4846,48,44,36,128,85,fast learners
4847,17,44,42,103,68,Average learners
4848,19,37,16,72,48,slow leaners
4849,46,36,11,93,62,Average learners
4850,12,35,10,57,38,slow leaners
4851,11,47,46,104,69,Average learners
4852,48,36,28,112,74,fast learners
4853,12,38,32,82,54,Average learners
4854,26,16,32,74,49,slow leaners
4855,36,20,13,69,46,slow leaners
4856,39,41,23,103,68,Average learners
4857,48,11,35,94,62,Average learners
4858,11,47,31,89,59,Average learners
4859,26,29,49,104,69,Average learners
4860,22,32,45,99,66,Average learners
4861,47,11,37,95,63,Average learners
4862,22,13,29,64,42,slow leaners
4863,20,38,47,105,70,fast learners
4864,40,30,19,89,59,Average learners
4865,29,28,44,101,67,Average learners
4866,23,26,33,82,54,Average learners
4867,40,37,29,106,70,fast learners
4868,25,37,33,95,63,Average learners
4869,25,37,35,97,64,Average learners
4870,49,18,22,89,59,Average learners
4871,39,15,16,70,46,slow leaners
4872,22,46,34,102,68,Average learners
4873,10,18,37,65,43,slow leaners
4874,47,13,12,72,48,slow leaners
4875,12,20,32,64,42,slow leaners
4876,31,36,22,89,59,Average learners
4877,27,33,41,101,67,Average learners
4878,13,37,31,81,54,Average learners
4879,16,22,30,68,45,slow leaners
4880,33,10,22,65,43,slow leaners
4881,41,15,44,100,66,Average learners
4882,45,16,40,101,67,Average learners
4883,24,32,36,92,61,Average learners
4884,17,32,21,70,46,slow leaners
4885,38,41,42,121,80,fast learners
4886,37,20,40,97,64,Average learners
4887,20,19,29,68,45,slow leaners
4888,42,15,23,80,53,Average learners
4889,19,12,49,80,53,Average learners
4890,26,45,25,96,64,Average learners
4891,38,15,31,84,56,Average learners
4892,10,19,31,60,40,slow leaners
4893,48,12,49,109,72,fast learners
4894,11,28,31,70,46,slow leaners
4895,47,36,44,127,84,fast learners
4896,21,44,24,89,59,Average learners
4897,34,39,40,113,75,fast learners
4898,27,40,38,105,70,fast learners
4899,47,28,35,110,73,fast learners
4900,35,27,42,104,69,Average learners
4901,22,16,16,54,36,slow leaners
4902,46,35,10,91,60,Average learners
4903,18,48,24,90,60,Average learners
4904,43,36,49,128,85,fast learners
4905,29,34,45,108,72,fast learners
4906,26,23,19,68,45,slow leaners
4907,10,25,19,54,36,slow leaners
4908,13,40,11,64,42,slow leaners
4909,37,48,42,127,84,fast learners
4910,12,44,18,74,49,slow leaners
4911,21,32,30,83,55,Average learners
4912,20,35,39,94,62,Average learners
4913,40,24,43,107,71,fast learners
4914,25,46,31,102,68,Average learners
4915,42,25,33,100,66,Average learners
4916,40,12,16,68,45,slow leaners
4917,46,12,36,94,62,Average learners
4918,20,35,23,78,52,Average learners
4919,45,22,36,103,68,Average learners
4920,31,48,32,111,74,fast learners
4921,43,29,26,98,65,Average learners
4922,44,30,20,94,62,Average learners
4923,28,43,37,108,72,fast learners
4924,28,29,21,78,52,Average learners
4925,14,37,30,81,54,Average learners
4926,24,21,39,84,56,Average learners
4927,11,38,36,85,56,Average learners
4928,13,37,29,79,52,Average learners
4929,30,41,37,108,72,fast learners
4930,48,21,49,118,78,fast learners
4931,19,35,41,95,63,Average learners
4932,12,11,16,39,26,slow leaners
4933,20,13,34,67,44,slow leaners
4934,22,12,38,72,48,slow leaners
4935,14,18,14,46,30,slow leaners
4936,21,32,32,85,56,Average learners
4937,39,40,43,122,81,fast learners
4938,12,34,31,77,51,Average learners
4939,24,34,12,70,46,slow leaners
4940,44,19,24,87,58,Average learners
4941,31,29,27,87,58,Average learners
4942,21,11,40,72,48,slow leaners
4943,15,40,13,68,45,slow leaners
4944,48,47,39,134,89,fast learners
4945,42,35,18,95,63,Average learners
4946,36,42,15,93,62,Average learners
4947,38,41,45,124,82,fast learners
4948,19,15,28,62,41,slow leaners
4949,25,23,26,74,49,slow leaners
4950,19,30,38,87,58,Average learners
4951,43,46,47,136,90,fast learners
4952,34,29,23,86,57,Average learners
4953,13,10,19,42,28,slow leaners
4954,29,18,19,66,44,slow leaners
4955,47,29,38,114,76,fast learners
4956,39,12,44,95,63,Average learners
4957,35,29,45,109,72,fast learners
4958,48,35,39,122,81,fast learners
4959,10,10,27,47,31,slow leaners
4960,33,16,34,83,55,Average learners
4961,13,13,22,48,32,slow leaners
4962,25,16,18,59,39,slow leaners
4963,45,42,25,112,74,fast learners
4964,21,31,23,75,50,Average learners
4965,11,42,24,77,51,Average learners
4966,22,45,49,116,77,fast learners
4967,35,45,37,117,78,fast learners
4968,33,18,16,67,44,slow leaners
4969,14,34,25,73,48,slow leaners
4970,23,16,17,56,37,slow leaners
4971,46,41,41,128,85,fast learners
4972,37,46,44,127,84,fast learners
4973,27,45,30,102,68,Average learners
4974,16,33,28,77,51,Average learners
4975,34,36,23,93,62,Average learners
4976,36,40,32,108,72,fast learners
4977,40,19,40,99,66,Average learners
4978,37,14,46,97,64,Average learners
4979,32,21,49,102,68,Average learners
4980,24,18,46,88,58,Average learners
4981,10,37,20,67,44,slow leaners
4982,29,27,10,66,44,slow leaners
4983,21,14,13,48,32,slow leaners
4984,27,32,44,103,68,Average learners
4985,11,29,20,60,40,slow leaners
4986,21,46,11,78,52,Average learners
4987,45,31,49,125,83,fast learners
4988,29,48,21,98,65,Average learners
4989,46,28,34,108,72,fast learners
4990,21,20,41,82,54,Average learners
4991,47,41,41,129,86,fast learners
4992,27,26,27,80,53,Average learners
4993,24,32,11,67,44,slow leaners
4994,40,46,29,115,76,fast learners
4995,41,31,41,113,75,fast learners
4996,39,42,48,129,86,fast learners
4997,21,20,48,89,59,Average learners
4998,33,36,36,105,70,fast learners
4999,41,33,37,111,74,fast learners
5000,31,33,40,104,69,Average learners
5001,13,34,14,61,40,slow leaners
5002,12,23,12,47,31,slow leaners
5003,45,41,32,118,78,fast learners
5004,22,40,35,97,64,Average learners
5005,45,34,46,125,83,fast learners
5006,47,48,48,143,95,fast learners
5007,41,45,40,126,84,fast learners
5008,47,28,44,119,79,fast learners
5009,19,28,22,69,46,slow leaners
5010,45,17,30,92,61,Average learners
5011,14,34,44,92,61,Average learners
5012,24,10,40,74,49,slow leaners
5013,36,14,29,79,52,Average learners
5014,47,10,47,104,69,Average learners
5015,41,18,29,88,58,Average learners
5016,26,15,28,69,46,slow leaners
5017,24,23,12,59,39,slow leaners
5018,45,32,10,87,58,Average learners
5019,49,23,12,84,56,Average learners
5020,25,22,45,92,61,Average learners
5021,36,16,36,88,58,Average learners
5022,21,25,24,70,46,slow leaners
5023,14,28,12,54,36,slow leaners
5024,36,47,18,101,67,Average learners
5025,18,47,18,83,55,Average learners
5026,15,28,18,61,40,slow leaners
5027,28,28,19,75,50,Average learners
5028,11,27,21,59,39,slow leaners
5029,15,10,17,42,28,slow leaners
5030,25,44,24,93,62,Average learners
5031,12,42,46,100,66,Average learners
5032,26,34,30,90,60,Average learners
5033,39,16,41,96,64,Average learners
5034,21,20,42,83,55,Average learners
5035,49,31,28,108,72,fast learners
5036,28,25,12,65,43,slow leaners
5037,15,20,44,79,52,Average learners
5038,16,40,36,92,61,Average learners
5039,24,11,35,70,46,slow leaners
5040,17,11,19,47,31,slow leaners
5041,41,32,13,86,57,Average learners
5042,43,20,24,87,58,Average learners
5043,40,43,48,131,87,fast learners
5044,21,11,22,54,36,slow leaners
5045,28,33,20,81,54,Average learners
5046,10,34,16,60,40,slow leaners
5047,38,11,21,70,46,slow leaners
5048,35,17,49,101,67,Average learners
5049,43,45,48,136,90,fast learners
5050,40,40,36,116,77,fast learners
5051,22,44,43,109,72,fast learners
5052,19,33,38,90,60,Average learners
5053,35,44,19,98,65,Average learners
5054,27,36,10,73,48,slow leaners
5055,17,19,10,46,30,slow leaners
5056,44,28,35,107,71,fast learners
5057,46,23,27,96,64,Average learners
5058,43,19,29,91,60,Average learners
5059,11,16,47,74,49,slow leaners
5060,22,15,23,60,40,slow leaners
5061,29,17,34,80,53,Average learners
5062,23,16,28,67,44,slow leaners
5063,20,12,47,79,52,Average learners
5064,20,45,19,84,56,Average learners
5065,42,36,12,90,60,Average learners
5066,39,12,44,95,63,Average learners
5067,23,35,13,71,47,slow leaners
5068,36,40,48,124,82,fast learners
5069,23,12,31,66,44,slow leaners
5070,14,14,28,56,37,slow leaners
5071,36,11,24,71,47,slow leaners
5072,40,36,46,122,81,fast learners
5073,18,28,28,74,49,slow leaners
5074,38,46,46,130,86,fast learners
5075,43,44,25,112,74,fast learners
5076,12,16,48,76,50,Average learners
5077,36,29,31,96,64,Average learners
5078,14,32,30,76,50,Average learners
5079,33,49,16,98,65,Average learners
5080,29,44,46,119,79,fast learners
5081,20,18,31,69,46,slow leaners
5082,32,28,44,104,69,Average learners
5083,25,12,30,67,44,slow leaners
5084,47,31,29,107,71,fast learners
5085,40,32,22,94,62,Average learners
5086,49,15,33,97,64,Average learners
5087,38,17,21,76,50,Average learners
5088,37,16,34,87,58,Average learners
5089,27,30,38,95,63,Average learners
5090,18,43,19,80,53,Average learners
5091,27,18,12,57,38,slow leaners
5092,36,43,39,118,78,fast learners
5093,11,23,29,63,42,slow leaners
5094,24,43,28,95,63,Average learners
5095,10,44,10,64,42,slow leaners
5096,31,18,19,68,45,slow leaners
5097,26,35,44,105,70,fast learners
5098,46,12,23,81,54,Average learners
5099,28,39,25,92,61,Average learners
5100,48,40,16,104,69,Average learners
5101,24,18,29,71,47,slow leaners
5102,34,27,10,71,47,slow leaners
5103,20,22,41,83,55,Average learners
5104,16,45,15,76,50,Average learners
5105,37,24,12,73,48,slow leaners
5106,34,20,11,65,43,slow leaners
5107,24,48,16,88,58,Average learners
5108,46,25,25,96,64,Average learners
5109,26,27,48,101,67,Average learners
5110,21,21,17,59,39,slow leaners
5111,34,41,48,123,82,fast learners
5112,16,13,26,55,36,slow leaners
5113,48,20,32,100,66,Average learners
5114,15,35,32,82,54,Average learners
5115,31,47,15,93,62,Average learners
5116,27,45,45,117,78,fast learners
5117,21,38,36,95,63,Average learners
5118,21,42,32,95,63,Average learners
5119,23,23,31,77,51,Average learners
5120,13,45,18,76,50,Average learners
5121,23,15,13,51,34,slow leaners
5122,20,33,43,96,64,Average learners
5123,45,26,16,87,58,Average learners
5124,29,10,22,61,40,slow leaners
5125,27,41,13,81,54,Average learners
5126,37,37,39,113,75,fast learners
5127,41,31,19,91,60,Average learners
5128,43,34,11,88,58,Average learners
5129,15,12,38,65,43,slow leaners
5130,17,15,37,69,46,slow leaners
5131,47,16,14,77,51,Average learners
5132,45,32,13,90,60,Average learners
5133,46,25,34,105,70,fast learners
5134,16,49,48,113,75,fast learners
5135,39,44,21,104,69,Average learners
5136,35,40,14,89,59,Average learners
5137,20,16,48,84,56,Average learners
5138,20,19,49,88,58,Average learners
5139,29,26,27,82,54,Average learners
5140,11,39,10,60,40,slow leaners
5141,48,38,35,121,80,fast learners
5142,26,13,45,84,56,Average learners
5143,12,39,34,85,56,Average learners
5144,17,38,35,90,60,Average learners
5145,16,36,36,88,58,Average learners
5146,45,13,46,104,69,Average learners
5147,48,49,10,107,71,fast learners
5148,21,20,18,59,39,slow leaners
5149,13,21,49,83,55,Average learners
5150,48,41,26,115,76,fast learners
5151,36,32,36,104,69,Average learners
5152,38,28,40,106,70,fast learners
5153,12,46,32,90,60,Average learners
5154,38,41,15,94,62,Average learners
5155,15,47,17,79,52,Average learners
5156,35,22,48,105,70,fast learners
5157,18,25,33,76,50,Average learners
5158,31,34,34,99,66,Average learners
5159,13,17,22,52,34,slow leaners
5160,36,31,47,114,76,fast learners
5161,24,19,35,78,52,Average learners
5162,47,48,36,131,87,fast learners
5163,44,23,34,101,67,Average learners
5164,43,18,49,110,73,fast learners
5165,16,33,40,89,59,Average learners
5166,32,27,17,76,50,Average learners
5167,16,21,24,61,40,slow leaners
5168,46,47,40,133,88,fast learners
5169,43,14,18,75,50,Average learners
5170,29,11,46,86,57,Average learners
5171,30,33,39,102,68,Average learners
5172,43,32,11,86,57,Average learners
5173,31,47,18,96,64,Average learners
5174,31,10,48,89,59,Average learners
5175,11,40,40,91,60,Average learners
5176,37,23,33,93,62,Average learners
5177,26,18,15,59,39,slow leaners
5178,39,12,41,92,61,Average learners
5179,49,47,16,112,74,fast learners
5180,25,13,38,76,50,Average learners
5181,25,29,18,72,48,slow leaners
5182,12,26,40,78,52,Average learners
5183,11,27,15,53,35,slow leaners
5184,11,40,31,82,54,Average learners
5185,44,45,26,115,76,fast learners
5186,11,40,17,68,45,slow leaners
5187,45,36,44,125,83,fast learners
5188,31,47,24,102,68,Average learners
5189,28,13,17,58,38,slow leaners
5190,22,23,35,80,53,Average learners
5191,10,43,48,101,67,Average learners
5192,23,13,21,57,38,slow leaners
5193,21,25,23,69,46,slow leaners
5194,10,30,47,87,58,Average learners
5195,44,18,40,102,68,Average learners
5196,42,17,27,86,57,Average learners
5197,27,38,19,84,56,Average learners
5198,29,29,10,68,45,slow leaners
5199,37,42,35,114,76,fast learners
5200,15,25,14,54,36,slow leaners
5201,30,19,22,71,47,slow leaners
5202,24,13,35,72,48,slow leaners
5203,27,35,17,79,52,Average learners
5204,18,21,47,86,57,Average learners
5205,30,43,46,119,79,fast learners
5206,32,39,29,100,66,Average learners
5207,13,29,29,71,47,slow leaners
5208,14,22,18,54,36,slow leaners
5209,32,24,33,89,59,Average learners
5210,47,12,34,93,62,Average learners
5211,41,18,20,79,52,Average learners
5212,45,31,48,124,82,fast learners
5213,19,20,41,80,53,Average learners
5214,11,41,14,66,44,slow leaners
5215,29,43,35,107,71,fast learners
5216,11,12,32,55,36,slow leaners
5217,24,23,35,82,54,Average learners
5218,12,43,31,86,57,Average learners
5219,21,21,29,71,47,slow leaners
5220,48,28,13,89,59,Average learners
5221,27,20,27,74,49,slow leaners
5222,31,20,36,87,58,Average learners
5223,19,41,28,88,58,Average learners
5224,41,47,42,130,86,fast learners
5225,11,34,49,94,62,Average learners
5226,32,41,46,119,79,fast learners
5227,31,16,33,80,53,Average learners
5228,13,40,29,82,54,Average learners
5229,21,30,32,83,55,Average learners
5230,11,42,32,85,56,Average learners
5231,10,31,34,75,50,Average learners
5232,42,15,49,106,70,fast learners
5233,11,48,33,92,61,Average learners
5234,25,13,11,49,32,slow leaners
5235,36,43,32,111,74,fast learners
5236,33,37,34,104,69,Average learners
5237,34,49,31,114,76,fast learners
5238,18,14,24,56,37,slow leaners
5239,37,26,11,74,49,slow leaners
5240,42,49,33,124,82,fast learners
5241,25,26,12,63,42,slow leaners
5242,20,18,26,64,42,slow leaners
5243,46,21,15,82,54,Average learners
5244,16,22,20,58,38,slow leaners
5245,20,46,33,99,66,Average learners
5246,22,24,17,63,42,slow leaners
5247,45,13,18,76,50,Average learners
5248,15,25,27,67,44,slow leaners
5249,42,10,29,81,54,Average learners
5250,22,29,29,80,53,Average learners
5251,38,43,44,125,83,fast learners
5252,38,27,18,83,55,Average learners
5253,17,14,26,57,38,slow leaners
5254,27,16,15,58,38,slow leaners
5255,15,41,19,75,50,Average learners
5256,41,21,39,101,67,Average learners
5257,24,17,31,72,48,slow leaners
5258,13,16,36,65,43,slow leaners
5259,41,23,39,103,68,Average learners
5260,18,31,16,65,43,slow leaners
5261,10,14,33,57,38,slow leaners
5262,12,26,42,80,53,Average learners
5263,20,38,15,73,48,slow leaners
5264,23,27,47,97,64,Average learners
5265,26,32,15,73,48,slow leaners
5266,18,15,44,77,51,Average learners
5267,27,28,47,102,68,Average learners
5268,35,49,12,96,64,Average learners
5269,16,31,11,58,38,slow leaners
5270,35,31,20,86,57,Average learners
5271,39,38,38,115,76,fast learners
5272,32,41,38,111,74,fast learners
5273,10,23,16,49,32,slow leaners
5274,18,35,32,85,56,Average learners
5275,31,39,12,82,54,Average learners
5276,42,11,18,71,47,slow leaners
5277,30,30,37,97,64,Average learners
5278,48,32,48,128,85,fast learners
5279,38,47,27,112,74,fast learners
5280,44,46,16,106,70,fast learners
5281,11,26,28,65,43,slow leaners
5282,37,44,26,107,71,fast learners
5283,18,32,27,77,51,Average learners
5284,25,31,28,84,56,Average learners
5285,26,45,25,96,64,Average learners
5286,48,22,25,95,63,Average learners
5287,20,27,40,87,58,Average learners
5288,35,12,25,72,48,slow leaners
5289,18,22,25,65,43,slow leaners
5290,42,11,14,67,44,slow leaners
5291,38,46,40,124,82,fast learners
5292,36,16,19,71,47,slow leaners
5293,46,42,26,114,76,fast learners
5294,20,26,45,91,60,Average learners
5295,14,27,39,80,53,Average learners
5296,46,48,22,116,77,fast learners
5297,39,24,26,89,59,Average learners
5298,14,41,13,68,45,slow leaners
5299,45,13,15,73,48,slow leaners
5300,41,22,16,79,52,Average learners
5301,28,29,46,103,68,Average learners
5302,12,32,12,56,37,slow leaners
5303,47,23,24,94,62,Average learners
5304,22,41,33,96,64,Average learners
5305,22,43,31,96,64,Average learners
5306,46,35,27,108,72,fast learners
5307,37,21,11,69,46,slow leaners
5308,33,42,27,102,68,Average learners
5309,16,41,30,87,58,Average learners
5310,11,41,41,93,62,Average learners
5311,36,17,38,91,60,Average learners
5312,15,11,29,55,36,slow leaners
5313,40,29,10,79,52,Average learners
5314,49,43,22,114,76,fast learners
5315,39,15,35,89,59,Average learners
5316,49,14,23,86,57,Average learners
5317,43,44,27,114,76,fast learners
5318,37,17,17,71,47,slow leaners
5319,39,45,34,118,78,fast learners
5320,34,40,36,110,73,fast learners
5321,11,41,35,87,58,Average learners
5322,36,45,46,127,84,fast learners
5323,29,12,22,63,42,slow leaners
5324,31,40,40,111,74,fast learners
5325,47,45,30,122,81,fast learners
5326,19,19,26,64,42,slow leaners
5327,39,34,44,117,78,fast learners
5328,14,43,49,106,70,fast learners
5329,42,37,20,99,66,Average learners
5330,35,47,24,106,70,fast learners
5331,18,38,22,78,52,Average learners
5332,39,25,41,105,70,fast learners
5333,48,17,38,103,68,Average learners
5334,23,29,42,94,62,Average learners
5335,36,24,48,108,72,fast learners
5336,45,17,48,110,73,fast learners
5337,19,45,38,102,68,Average learners
5338,42,21,33,96,64,Average learners
5339,14,27,25,66,44,slow leaners
5340,42,41,32,115,76,fast learners
5341,47,39,16,102,68,Average learners
5342,13,23,43,79,52,Average learners
5343,20,10,24,54,36,slow leaners
5344,10,29,33,72,48,slow leaners
5345,34,45,21,100,66,Average learners
5346,11,22,14,47,31,slow leaners
5347,23,48,40,111,74,fast learners
5348,34,31,23,88,58,Average learners
5349,12,25,27,64,42,slow leaners
5350,44,48,45,137,91,fast learners
5351,10,32,38,80,53,Average learners
5352,10,36,35,81,54,Average learners
5353,25,46,12,83,55,Average learners
5354,14,39,31,84,56,Average learners
5355,39,18,36,93,62,Average learners
5356,45,29,30,104,69,Average learners
5357,45,11,48,104,69,Average learners
5358,44,36,36,116,77,fast learners
5359,28,27,47,102,68,Average learners
5360,22,12,44,78,52,Average learners
5361,22,10,49,81,54,Average learners
5362,41,36,25,102,68,Average learners
5363,41,41,23,105,70,fast learners
5364,23,37,15,75,50,Average learners
5365,18,19,47,84,56,Average learners
5366,27,19,48,94,62,Average learners
5367,47,45,18,110,73,fast learners
5368,46,44,27,117,78,fast learners
5369,10,36,34,80,53,Average learners
5370,33,26,30,89,59,Average learners
5371,22,17,10,49,32,slow leaners
5372,32,40,22,94,62,Average learners
5373,46,46,22,114,76,fast learners
5374,13,44,10,67,44,slow leaners
5375,18,36,20,74,49,slow leaners
5376,36,40,33,109,72,fast learners
5377,28,14,32,74,49,slow leaners
5378,19,44,10,73,48,slow leaners
5379,48,38,19,105,70,fast learners
5380,49,28,25,102,68,Average learners
5381,25,26,25,76,50,Average learners
5382,37,18,33,88,58,Average learners
5383,21,23,23,67,44,slow leaners
5384,21,12,23,56,37,slow leaners
5385,18,18,32,68,45,slow leaners
5386,47,15,48,110,73,fast learners
5387,35,33,24,92,61,Average learners
5388,20,49,19,88,58,Average learners
5389,11,16,31,58,38,slow leaners
5390,35,13,32,80,53,Average learners
5391,43,30,32,105,70,fast learners
5392,38,17,46,101,67,Average learners
5393,39,15,22,76,50,Average learners
5394,21,31,12,64,42,slow leaners
5395,37,17,18,72,48,slow leaners
5396,15,43,22,80,53,Average learners
5397,18,40,41,99,66,Average learners
5398,17,44,31,92,61,Average learners
5399,39,21,29,89,59,Average learners
5400,43,33,17,93,62,Average learners
5401,45,12,43,100,66,Average learners
5402,17,40,48,105,70,fast learners
5403,10,39,21,70,46,slow leaners
5404,23,35,22,80,53,Average learners
5405,28,47,34,109,72,fast learners
5406,49,19,26,94,62,Average learners
5407,20,47,34,101,67,Average learners
5408,20,43,13,76,50,Average learners
5409,14,17,43,74,49,slow leaners
5410,41,31,13,85,56,Average learners
5411,22,26,22,70,46,slow leaners
5412,44,39,25,108,72,fast learners
5413,26,12,22,60,40,slow leaners
5414,38,12,36,86,57,Average learners
5415,40,37,34,111,74,fast learners
5416,22,36,17,75,50,Average learners
5417,14,42,29,85,56,Average learners
5418,37,31,16,84,56,Average learners
5419,21,44,39,104,69,Average learners
5420,13,49,36,98,65,Average learners
5421,20,24,38,82,54,Average learners
5422,14,27,29,70,46,slow leaners
5423,25,19,42,86,57,Average learners
5424,48,38,39,125,83,fast learners
5425,20,11,40,71,47,slow leaners
5426,11,33,43,87,58,Average learners
5427,41,35,12,88,58,Average learners
5428,28,10,23,61,40,slow leaners
5429,37,30,29,96,64,Average learners
5430,45,40,25,110,73,fast learners
5431,42,26,35,103,68,Average learners
5432,41,26,22,89,59,Average learners
5433,29,44,12,85,56,Average learners
5434,31,24,29,84,56,Average learners
5435,45,28,37,110,73,fast learners
5436,31,13,39,83,55,Average learners
5437,14,10,14,38,25,slow leaners
5438,34,13,45,92,61,Average learners
5439,41,20,25,86,57,Average learners
5440,24,39,49,112,74,fast learners
5441,25,43,14,82,54,Average learners
5442,14,17,32,63,42,slow leaners
5443,36,27,44,107,71,fast learners
5444,24,36,27,87,58,Average learners
5445,26,37,29,92,61,Average learners
5446,36,31,37,104,69,Average learners
5447,17,10,12,39,26,slow leaners
5448,10,24,30,64,42,slow leaners
5449,26,35,19,80,53,Average learners
5450,39,45,32,116,77,fast learners
5451,18,38,38,94,62,Average learners
5452,29,47,29,105,70,fast learners
5453,15,17,44,76,50,Average learners
5454,42,27,44,113,75,fast learners
5455,46,17,34,97,64,Average learners
5456,15,10,40,65,43,slow leaners
5457,15,45,32,92,61,Average learners
5458,49,32,39,120,80,fast learners
5459,13,29,25,67,44,slow leaners
5460,20,21,32,73,48,slow leaners
5461,31,10,38,79,52,Average learners
5462,24,24,42,90,60,Average learners
5463,25,36,47,108,72,fast learners
5464,38,46,48,132,88,fast learners
5465,40,38,49,127,84,fast learners
5466,17,33,15,65,43,slow leaners
5467,11,41,29,81,54,Average learners
5468,43,15,40,98,65,Average learners
5469,33,48,19,100,66,Average learners
5470,41,49,44,134,89,fast learners
5471,43,22,29,94,62,Average learners
5472,24,44,18,86,57,Average learners
5473,16,47,26,89,59,Average learners
5474,15,31,32,78,52,Average learners
5475,45,42,37,124,82,fast learners
5476,35,13,11,59,39,slow leaners
5477,43,29,28,100,66,Average learners
5478,33,29,47,109,72,fast learners
5479,42,11,19,72,48,slow leaners
5480,25,22,28,75,50,Average learners
5481,44,32,22,98,65,Average learners
5482,12,25,31,68,45,slow leaners
5483,28,21,21,70,46,slow leaners
5484,15,27,24,66,44,slow leaners
5485,12,34,27,73,48,slow leaners
5486,32,42,44,118,78,fast learners
5487,19,41,36,96,64,Average learners
5488,19,30,14,63,42,slow leaners
5489,28,14,25,67,44,slow leaners
5490,30,41,23,94,62,Average learners
5491,28,29,15,72,48,slow leaners
5492,48,43,34,125,83,fast learners
5493,42,17,16,75,50,Average learners
5494,48,37,46,131,87,fast learners
5495,37,37,18,92,61,Average learners
5496,32,44,15,91,60,Average learners
5497,47,36,31,114,76,fast learners
5498,26,21,11,58,38,slow leaners
5499,47,28,34,109,72,fast learners
5500,36,49,48,133,88,fast learners
5501,17,17,49,83,55,Average learners
5502,15,25,42,82,54,Average learners
5503,38,31,37,106,70,fast learners
5504,14,12,29,55,36,slow leaners
5505,31,40,15,86,57,Average learners
5506,38,34,23,95,63,Average learners
5507,49,46,14,109,72,fast learners
5508,20,36,29,85,56,Average learners
5509,20,20,18,58,38,slow leaners
5510,44,47,40,131,87,fast learners
5511,49,48,38,135,90,fast learners
5512,40,26,11,77,51,Average learners
5513,45,10,17,72,48,slow leaners
5514,18,10,36,64,42,slow leaners
